"fittingattempt","dataset","K","betaNL","gammaNL","KNL","betaDD","gammaDD","betaFD","gammaFD","lik","conv","likDD","convDD","likFD","convFD","truebeta"
1,1,1,0.741026387580893,0.0971117971998933,1.52546530095981e-06,0.000982148279266611,0.099353313891175,0.741117881975601,0.0971297763454854,672.561053807453,0,144.854866271465,0,672.562154238971,0,0.001
2,1,1,0.741056469814829,0.0971098795824155,3.01739056017211e-09,0.000982042011756988,0.0993909577591666,0.741047473187423,0.0970886670879633,672.562075635338,0,144.854790532919,0,672.562117142183,0,0.001
3,1,1,0.00114195712289899,0.100554759860711,0.97356285901606,2.22882321544477e-31,7.49077475994283e-22,0.741176903467177,0.0970714875636611,144.549442280481,0,1810.31880373059,0,672.562257842038,0,0.001
4,1,1,0.00718391858959551,3.86338816611188e-19,2.50034477735411e-08,8121.13791812945,0.0779843953553523,0.740916130383144,0.0971397476443745,1779.79114546343,0,613.084336592696,0,672.562182798318,0,0.001
5,1,1,0.741007990058068,0.097118006510694,2.77292198375671e-15,0.000982118242336855,0.0993592175247868,0.740828015766099,0.0971209632518074,672.562081745138,0,144.854818957165,0,672.562156545769,0,0.001
6,1,1,0.00717915589967545,6.13103095356299e-10,4.04198698858056e-06,3.50857983948094e-06,2.40038458786135e-08,0.741283040101413,0.0970864507838173,1779.79121001437,0,1801.89938296637,0,672.562266064337,0,0.001
7,1,1,0.740743951232695,0.0971118347143926,5.38301626349848e-05,3937.47220499797,0.0779467989356266,0.741347097789334,0.0970122769021464,672.526036336151,0,613.08442406357,0,672.56318734163,0,0.001
8,1,1,0.00718483044806361,4.79819563100902e-15,8.23291427501718e-07,2406.38909173598,0.0779407192086086,0.741165383068202,0.0970984287024329,1779.79116243439,0,613.085003660859,0,672.562130645569,0,0.001
9,1,1,0.00718108507277467,2.98528773172779e-06,9.20329666482146e-06,3.53046249040033e-06,7.68596974098079e-08,0.741097002449832,0.0971415852095962,1779.79101159691,0,1801.89969523629,0,672.562215533565,0,0.001
10,1,1,0.740945213035721,0.0971154531725855,1.25728856378502e-42,1.19900840263041e-30,2.34036848623726e-17,0.741287633116584,0.0971106927986687,672.562086186982,0,1810.31880373059,0,672.562246775782,0,0.001
11,1,1,0.741020462893449,0.0971158884269649,2.48790075297984e-15,3.51521185241831e-06,2.80932433180376e-08,0.741448387231803,0.0970904317034872,672.562078604043,0,1801.89933866497,0,672.562504248131,0,0.001
12,1,1,0.00114297597835359,0.100557749464134,0.973379480801026,1.13305941151227e-24,1.45051724834886e-20,0.740709079365794,0.0970757895522685,144.549461161818,0,1810.31880373059,0,672.562447126686,0,0.001
13,1,1,0.00718171572564227,2.31163855182432e-15,1.70523436583912e-07,0.000981724630532326,0.0993497793745753,0.741344550614898,0.0971445933324851,1779.79114366725,0,144.85478758694,0,672.562511634016,0,0.001
14,1,1,0.740694294295817,0.0971003404947253,5.75477953358452e-05,3.49684549688191e-06,8.47193813833416e-08,0.741131484572835,0.0971219961536619,672.523561336452,0,1801.89995751988,0,672.562129994971,0,0.001
15,1,1,0.689578754180296,0.0971721426455622,0.0109462942182841,10335.0707764892,0.0779913832005422,0.741081722867625,0.0970706849512676,665.404164615264,0,613.084387323707,0,672.562229913621,0,0.001
16,1,1,0.740995042817157,0.0971007001313824,4.6568307720106e-11,69186.4949029004,0.0779516349591615,0.741002097559714,0.0970788075686968,672.562081918686,0,613.084373601731,0,672.562172923173,0,0.001
17,1,1,0.740958661131175,0.0970987864385064,6.85859841230403e-06,2123.452711341,0.077945699261076,0.741193295081134,0.0970767041633533,672.557494375402,0,613.08485692408,0,672.562232973489,0,0.001
18,1,1,0.00114337063497263,0.10056468308316,0.973350006853515,1015.82732476481,0.0780009991788155,0.740848556693016,0.097083625409024,144.549452465618,0,613.085518438975,0,672.562222598013,0,0.001
19,1,1,0.00718083463265845,5.88494477609202e-10,1.39022755683864e-07,3825.09353117351,0.0778978646113945,0.74083660266893,0.0970783317850584,1779.79114345296,0,613.085706491107,0,672.562269335306,0,0.001
20,1,1,0.740998593480801,0.097115615577792,1.60171456402426e-08,3.55563845837025e-06,4.04170040350217e-07,0.741343878294656,0.0971107175542167,672.562067193607,0,1801.90226444948,0,672.562324584739,0,0.001
1,2,1,0.000831643047452227,0.0991829815194219,1.03568058069687,0.00101696028778034,0.100755779925274,0.751028293976496,0.105403871338228,138.586050878268,0,138.98703089012,0,600.959290823749,0,0.001
2,2,1,0.00654116155233807,3.61848313008062e-17,2.86066577308828e-07,24918.1334299153,0.0805878262102076,0.751387573133824,0.105442562446606,1907.66268788198,0,571.210800804429,0,600.959524693361,0,0.001
3,2,1,0.00653999218427902,2.92810260297912e-32,1.92731203345713e-07,5135.26669650244,0.0805428515052975,0.750899308974136,0.105430562477282,1907.66268733411,0,571.211857721812,0,600.959366795856,0,0.001
4,2,1,0.751040287455654,0.105409900714105,2.14791478980138e-07,1.69761808458248e-24,2.16920746949582e-19,0.750978791574794,0.105367129686619,600.959141819562,0,1931.84752681416,0,600.95951160324,0,0.001
5,2,1,0.000832824115069449,0.0991964313518783,1.03542846368169,3.61607160365104e-06,1.9355137577826e-09,0.751066760493168,0.105447089131582,138.586056270991,0,1922.82087575354,0,600.95934020449,0,0.001
6,2,1,0.00654170141728029,1.19143681800264e-07,1.42089205886168e-06,3.64919073363463e-06,1.46183780858627e-06,0.750841529975457,0.10549323432285,1907.66268445439,0,1922.82682894591,0,600.959826019929,0,0.001
7,2,1,0.00083165147951558,0.0991919192572708,1.03567953935692,2197.86649925784,0.0805473908032665,0.750910916234214,0.105474958631408,138.5860494862,0,571.212017791067,0,600.959587355547,0,0.001
8,2,1,0.751127534741028,0.105403394067522,6.29362965557931e-63,3.642127224008e-06,1.25044789932157e-06,0.751304605488831,0.105466612579282,600.959273479985,0,1922.82577266185,0,600.959595278241,0,0.001
9,2,1,0.00654014365000644,2.53903531484002e-07,6.84583528967168e-07,0.00101629582693601,0.100697141292472,0.751115847993329,0.10538259713926,1907.66266979524,0,138.987132610734,0,600.959347859584,0,0.001
10,2,1,0.75109503464828,0.105423766580712,8.93805896533763e-12,0.00101666542030499,0.10076315744981,0.751169124129841,0.105464096979335,600.959267113449,0,138.986989944194,0,600.959469706536,0,0.001
11,2,1,0.00653976023635593,4.72639244490843e-21,3.77173074133213e-07,21348.8258937431,0.0805837812809095,0.751406586202277,0.105398935521936,1907.66268840159,0,571.210767666852,0,600.959465492195,0,0.001
12,2,1,0.00653698774514761,3.98641352145409e-18,3.04355503427633e-06,3.60264722408692e-06,1.96276309977059e-07,0.750957298912324,0.105402330895366,1907.66270867466,0,1922.82181816183,0,600.959335144731,0,0.001
